Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",4,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,2022/02/25,2022/02/10,,,read,,,,1,0
58446721,The Power of Regret: How Looking Backward Moves Us Forward,Daniel H. Pink,"Pink, Daniel H.",,"=""0735210659""","=""9780735210653""",0,3.84,Riverhead Books,Hardcover,239,2022,2022,,2022/02/19,to-read,to-read (#48),to-read,,,,0,0
36222733,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,Michael Isikoff,"Isikoff, Michael",David Corn,"=""1538728753""","=""9781538728758""",0,4.21,Twelve,Hardcover,352,2018,2018,,2022/02/19,to-read,to-read (#47),to-read,,,,0,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",5,4.47,Scribner,Hardcover,400,2016,2016,2022/02/06,2020/11/15,,,read,,,,1,0
61329,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,"Moore, Geoffrey A.",Regis McKenna,"=""0060517123""","=""9780060517120""",0,4.02,HarperBusiness,Paperback,211,2006,2006,,2022/01/26,to-read,to-read (#46),to-read,,,,0,0
48592299,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",5,4.38,Penguin,Kindle Edition,341,2017,2017,2022/01/25,2021/11/04,,,read,,,,1,0
189989,Finite and Infinite Games: A Vision of Life as Play and Possibility,James P. Carse,"Carse, James P.",,"=""0345341848""","=""9780345341846""",2,3.76,Ballantine,Paperback,180,1987,1986,,2021/09/28,,,read,,,,1,0
9411571,The Intuitive Investor: A radical guide for manifesting wealth,Jason Apollo Voss,"Voss, Jason Apollo",,"=""1590792068""","=""9781590792063""",0,3.47,SelectBooks,Hardcover,320,2010,2010,,2021/11/04,to-read,to-read (#45),to-read,,,,0,0
43305406,Early Indians: The Story of Our Ancestors and Where We Came From,Tony Joseph,"Joseph, Tony",,"=""938622898X""","=""9789386228987""",0,4.33,Juggernaut Publication,Hardcover,256,2018,2018,,2021/11/04,to-read,to-read (#44),to-read,,,,0,0
786560,Gut Feelings: The Intelligence of the Unconscious,Gerd Gigerenzer,"Gigerenzer, Gerd",,"=""0670038636""","=""9780670038633""",0,3.70,Viking Adult,Hardcover,288,2007,2007,,2021/11/04,to-read,to-read (#43),to-read,,,,0,0
55277278,"Radical Longevity: The Powerful Plan to Sharpen Your Brain, Strengthen Your Body, and Reverse the Symptoms of Aging",Ann Louise Gittleman,"Gittleman, Ann Louise",,"=""0738286168""","=""9780738286167""",0,3.50,Hachette Go,Hardcover,336,2021,,,2021/11/04,to-read,to-read (#42),to-read,,,,0,0
26211965,Playing the Long Game,Laurie Fitzjohn-Sykes,"Fitzjohn-Sykes, Laurie",,"=""1845408349""","=""9781845408343""",0,5.00,Imprint Academic,Paperback,115,2015,2015,,2021/11/04,to-read,to-read (#41),to-read,,,,0,0
22668729,Hooked: How to Build Habit-Forming Products,Nir   Eyal,"Eyal, Nir",Ryan Hoover,"=""1591847788""","=""9781591847786""",0,4.11,Portfolio,Hardcover,256,2014,2013,,2021/11/04,to-read,to-read (#40),to-read,,,,0,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.22,Harper Business,Paperback,320,2006,1984,,2021/11/04,to-read,to-read (#39),to-read,,,,0,0
17286670,Scarcity: Why Having Too Little Means So Much,Sendhil Mullainathan,"Mullainathan, Sendhil",Eldar Shafir,"=""0805092641""","=""9780805092646""",0,3.94,Times Books,Hardcover,304,2013,2013,,2021/11/04,to-read,to-read (#38),to-read,,,,0,0
26530355,Misbehaving: The Making of Behavioral Economics,Richard H. Thaler,"Thaler, Richard H.",,"=""039335279X""","=""9780393352795""",0,4.16,W. W. Norton & Company,Paperback,358,2016,2016,,2021/11/04,to-read,to-read (#37),to-read,,,,0,0
3450744,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""014311526X""","=""9780143115267""",0,3.84,Penguin Books,Paperback,260,2009,2008,,2021/11/04,to-read,to-read (#36),to-read,,,,0,0
41061747,Life's Amazing Secrets: How to Find Balance and Purpose in Your Life,Gaur Gopal Das,"Das, Gaur Gopal",,"=""0143442295""","=""9780143442295""",4,4.24,Penguin Ananda,Paperback,208,2018,2018,2021/10/25,2021/10/25,,,read,,,,1,0
10127019,The Lean Startup (Hardcover) (Em Portugues do Brasil),Eric Ries,"Ries, Eric",,"=""0307887898""","=""9780307887894""",4,4.11,Best Business,Board Book,299,2011,2011,,2021/09/05,,,read,,,,2,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",3,4.00,Time Warner Book Group,Paperback,301,2002,2002,2021/10/03,2021/10/03,,,read,,,,1,0
25374501,The Lean Product Playbook: How to Innovate with Minimum Viable Products and Rapid Customer Feedback,Dan  Olsen,"Olsen, Dan",,"=""""","=""""",4,4.27,Wiley,Kindle Edition,307,2015,2015,2021/09/05,2021/07/28,,,read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",3,3.99,Viking,Hardcover,288,2020,2020,2021/06/05,2021/05/28,,,read,,,,1,0
681941,The Moral Animal: Why We Are the Way We Are - The New Science of Evolutionary Psychology,Robert Wright,"Wright, Robert",,"=""0679763996""","=""9780679763994""",0,4.08,Vintage,Paperback,496,1995,1994,,2021/07/29,to-read,to-read (#35),to-read,,,,0,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",0,4.15,Crown Currency,Hardcover,195,2014,2014,,2021/07/28,to-read,to-read (#34),to-read,,,,0,0
40612175,Cracked it! How to solve big problems and sell solutions like top strategy consultants,Bernard Garrette,"Garrette, Bernard","Corey Phelps, Olivier Sibony","=""3319893750""","=""9783319893754""",0,4.28,Palgrave Macmillan,Kindle Edition,415,2018,,,2021/07/28,to-read,to-read (#33),to-read,,,,0,0
35208895,Men Without Women,Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Ted Goossen","=""147354730X""","=""9781473547308""",0,3.75,London: Harvill Secker,ebook,240,2017,2014,,2021/07/28,to-read,to-read (#32),to-read,,,,0,0
55231131,India's China Challenge: A Journey through China's Rise and What It Means for India,Ananth Krishnan,"Krishnan, Ananth",,"=""9390327687""","=""9789390327683""",0,4.42,HarperCollins India,Hardcover,420,2020,,,2021/07/11,to-read,to-read (#31),to-read,,,,0,0
44428950,That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea,Marc Randolph,"Randolph, Marc",,"=""0316530204""","=""9780316530200""",5,4.22,"Little, Brown and Company",Hardcover,336,2019,2019,2021/07/10,2020/01/06,,,read,"One of the very few books which makes you so engrossed in the author's journey that you start living it yourself. It beautifully depicts the evolution of an idea to a multi billion dollar company, a bumpy but an equally thrilling journey. Must read for anyone who's interested in 0 to 1 journeys",,,1,0
55339408,Noise: A Flaw in Human Judgment,Daniel Kahneman,"Kahneman, Daniel","Olivier Sibony, Cass R. Sunstein","=""0316451401""","=""9780316451406""",0,3.66,"Little, Brown Spark",Hardcover,454,2021,2021,,2021/07/05,to-read,to-read (#30),to-read,,,,0,0
45162304,The Lost Decade (2008-18): How India's Growth Story Devolved into Growth Without a Story,Puja Mehra,"Mehra, Puja",,"=""9353054990""","=""9789353054991""",4,4.07,Ebury Press,Kindle Edition,340,2019,,,2021/02/28,,,read,,,,2,0
316558,Kabul Beauty School: An American Woman Goes Behind the Veil,Deborah Rodriguez,"Rodriguez, Deborah",Kristin Ohlson,"=""1400065593""","=""9781400065592""",3,3.66,Random House,Hardcover,275,2007,2007,2021/04/11,2021/04/11,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2021/03/01,to-read,to-read (#29),to-read,,,,0,0
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,"Horowitz, Ben",,"=""0062273205""","=""9780062273208""",3,4.22,Harper Business,Hardcover,304,2014,2014,2021/03/01,2020/09/27,,,read,,,,1,0
13425570,How Will You Measure Your Life?,Clayton M. Christensen,"Christensen, Clayton M.","James Allworth, Karen Dillon, Daniela Caggiati","=""0062102427""","=""9780062102423""",4,4.05,Harper Business,Kindle Edition,240,2012,2012,2021/03/01,2020/08/09,,,read,,,,1,0
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""""","=""""",4,4.30,Harriman House,Paperback,252,2020,2020,2021/02/28,2021/02/28,,,read,,,,1,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""""","=""""",0,4.33,Crown,Kindle Edition,768,2020,2020,,2020/12/06,currently-reading,currently-reading (#6),currently-reading,,,,1,0
30843,The Great Indian Novel,Shashi Tharoor,"Tharoor, Shashi",,"=""1559701943""","=""9781559701945""",5,3.89,Arcade Publishing,Paperback,423,1993,1989,2021/02/21,2021/02/21,,,read,,,,1,0
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",0,4.14,Portfolio,Hardcover,226,2016,2016,,2021/01/23,to-read,to-read (#28),to-read,,,,0,0
2985396,Finding Your True North: A Personal Guide,Bill  George,"George, Bill","Nick Craig, Andrew N. McLean","=""0470261366""","=""9780470261361""",0,3.84,Jossey-Bass Inc Pub,Paperback,199,2008,2008,,2020/12/06,to-read,to-read (#27),to-read,,,,0,0
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",5,4.37,Vintage,Paperback,603,1997,1995,2020/11/15,2020/09/12,,,read,"It's an extraordinary story with a tragic end. The excruciating details makes one pierce through the four characters and their plight during the state of emergency. Though fiction, it couldn't have been any more real for the reader. <br/><br/>And as the title emphasizes, the secret to human survival boils down to a fine balance between hope and despair.",,,1,0
88468,Messy Spirituality: God's Annoying Love for Imperfect People,Mike Yaconelli,"Yaconelli, Mike",,"=""0310235332""","=""9780310235330""",0,4.10,Zondervan/Youth Specialties,Hardcover,144,2002,2001,,2020/11/01,to-read,to-read (#26),to-read,,,,0,0
4069,Man’s Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.37,Beacon Press,Paperback,165,2006,1946,2020/09/30,2020/09/26,,,read,,,,1,0
11204368,"Angels & Demons (Robert Langdon, #1)",Dan       Brown,"Brown, Dan",,"=""""","=""""",0,3.94,Transworld Digital,Kindle Edition,498,2009,2000,,2018/06/06,to-read,to-read (#25),to-read,,,,0,0
10414941,Catherine the Great: Portrait of a Woman,Robert K. Massie,"Massie, Robert K.",,"=""0679456724""","=""9780679456728""",0,3.94,"Random House, Inc. (NY)",Hardcover,656,2011,2011,,2020/09/06,to-read,to-read (#24),to-read,,,,0,0
873993,The Trusted Advisor,David H. Maister,"Maister, David H.","Charles H. Green, Robert M. Galford","=""""","=""""",0,3.80,Free Press,Paperback,256,2001,,,2020/08/28,to-read,to-read (#23),to-read,,,,0,0
32283133,"Origin (Robert Langdon, #5)",Dan       Brown,"Brown, Dan",,"=""0385514239""","=""9780385514231""",4,3.89,Doubleday,Hardcover,461,2017,2017,2020/08/29,2020/08/28,,,read,,,,1,0
23427,Essays in Love,Alain de Botton,"Botton, Alain de",,"=""0330334360""","=""9780330334365""",4,3.97,Macmillan Pub Ltd,Paperback,249,1995,1993,2020/08/09,2020/08/09,,,read,,,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",4,4.41,Knopf,Hardcover,339,2018,2018,2020/08/08,2020/06/20,,,read,,,,1,0
28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",Steven Pinker,"=""0062390856""","=""9780062390851""",4,3.91,Dey Street Books,Hardcover,338,2017,2017,2020/07/12,2020/06/20,,,read,,,,1,0
40407320,"Biased: Uncovering the Hidden Prejudice That Shapes What We See, Think, and Do",Jennifer L. Eberhardt,"Eberhardt, Jennifer L.",,"=""""","=""""",0,4.33,Penguin Books,Kindle Edition,350,2019,2019,,2020/06/20,to-read,to-read (#22),to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",4,4.35,Avery,Kindle Edition,319,2018,2018,2020/06/15,2020/06/14,,,read,,,,1,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.36,Sceptre,Hardcover,342,2018,2018,,2020/06/06,to-read,to-read (#21),to-read,,,,0,0
4894,Who Moved My Cheese?,Spencer Johnson,"Johnson, Spencer",Kenneth H. Blanchard,"=""0091883768""","=""9780091883768""",5,3.86,Putnam,Hardcover,98,2002,1999,2020/06/05,2020/06/04,,,read,,,,1,0
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",4,4.17,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,,2018/11/21,,,read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2020/05/24,2020/05/23,,,read,,,,1,0
6655457,The Masters of Private Equity and Venture Capital: Management Lessons from the Pioneers of Private Investing,Robert Finkel,"Finkel, Robert",David Greising,"=""0071624600""","=""9780071624602""",3,3.82,McGraw Hill,Hardcover,320,2009,2009,2020/05/24,2020/05/24,,,read,,,,1,0
43260847,Range: How Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""1509843493""","=""9781509843497""",4,4.14,Macmillan,Hardcover,352,2019,2019,2020/05/10,2020/04/26,,,read,,,,1,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",4,4.14,Riverhead Books,Hardcover,352,2019,2019,,2020/05/10,,,read,"This book is really a boost for many of us who are still in search of our passion and life goals. Some of my favourite excerpts from the book:<br/><br/>""We learn who we are only by living, and not before"" <br/>""You don't know what is good and bad when things happen, you have to wait to find it""<br/>""Anything that we can do and know how to do it, machines can do it better""<br/>""Students in colleges must be taught to think, before being taught what to think about""",,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""""","=""""",4,4.33,"Harcourt, Inc.",Paperback,96,2000,1943,2020/04/29,2020/04/26,,,read,,,,1,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.22,Crown,Paperback,544,2004,2003,,2020/04/26,to-read,to-read (#20),to-read,,,,0,0
40534545,Ikigai: The Japanese Secret to a Long and Happy Life / The Little Book of Lykke / Lagom: The Swedish Art of Balanced Living,Héctor  García,"García, Héctor",Francesc Miralles,"=""9123672609""","=""9789123672608""",0,3.86,Hutchinson/Penguin Life/Gaia,Hardcover,,2018,2018,,2020/04/26,to-read,to-read (#19),to-read,,,,0,0
